Quality Action,اقدام کیفیت,
Quality Feedback,بازخورد کیفیت,
Quality Feedback Template,الگوی بازخورد کیفیت,
Quality Goal,هدف کیفیت,
Quality Inspection,بازرسی کیفیت,
Quality Inspection Summary,خلاصهٔ بازرسی کیفیت,
Quality Inspection Template,الگوی بازرسی کیفیت,
Quality Inspections,بازرسی‌های کیفیت,
Quality Meeting,جلسهٔ کیفیت,
Quality Procedure,رویهٔ کیفیت,
Quality Review,بازبینی کیفیت,
Query,کوئری,
Query / Script,کوئری / اسکریپت,
Quick Lists,فهرست‌های سریع,
Quick Stock Balance,مانده موجودی سریع,
Quotation,پیش‌فاکتور,
Quotation Trends,روند پیش‌فاکتورها,
Receivables,دریافتنی‌ها,
Received Items To Be Billed,کالاهای دریافت‌شده در انتظار صدور صورت‌حساب,
Reconciliation Statement,صورت تطبیق,
Recorder,ضبط‌کننده,
Ref DocType,نوع سند مرجع,
Reference Report,گزارش مرجع,
Regional,منطقه‌ای,
Registers,دفاتر,
Reminder,یادآور,
Report,گزارش,
Report Name,نام گزارش,
Report Type,نوع گزارش,
Reports,گزارش‌ها,
Repost Accounting Ledger,ثبت مجدد دفتر حسابداری,
Repost Accounting Ledger Settings,تنظیمات ثبت مجدد دفتر حسابداری,
Repost Item Valuation,محاسبهٔ مجدد ارزش‌گذاری کالا,
Repost Payment Ledger,ثبت مجدد دفتر پرداخت,
Request for Quotation,استعلام قیمت,
Requested Items To Be Transferred,کالاهای درخواستی در انتظار انتقال,
Requested Items to Order and Receive,کالاهای درخواستی برای سفارش و دریافت,
Reserved Stock,موجودی رزروشده,
Restrict to Domain,محدود به دامنه,
Review,بازبینی,
Review and Action,بازبینی و اقدام,
Role,نقش,
Role Permission for Page and Report,مجوز نقش برای صفحه و گزارش,
Role Permissions,مجوزهای نقش,
Role Permissions Manager,مدیر مجوزهای نقش,
Roles,نقش‌ها,
Routing,مسیریابی,
RQ Job,کار RQ,
RQ Worker,کارگر RQ,
Sales Analytics,تحلیل فروش,
Sales Forecast,پیش‌بینی فروش,
Sales Funnel,قیف فروش,
Sales Invoice Trends,روند فاکتورهای فروش,
Sales Order,سفارش فروش,
Sales Order Analysis,تحلیل سفارش‌های فروش,
Sales Order Trends,روند سفارش‌های فروش,
Sales Orders,سفارش‌های فروش,
Sales Partner,همکار فروش,
Sales Partner Commission Summary,خلاصهٔ کمیسیون همکار فروش,
Sales Partner Target Variance based on Item Group,انحراف هدف همکار فروش بر اساس گروه کالا,
Sales Partner Target Variance Based On Item Group,انحراف هدف همکار فروش بر اساس گروه کالا,
Sales Partner Transaction Summary,خلاصهٔ تراکنش‌های همکار فروش,
Sales Partners Commission,کمیسیون همکاران فروش,
Sales Payment Summary,خلاصهٔ پرداخت‌های فروش,
Sales Person,فروشنده,
Sales Person Commission Summary,خلاصهٔ کمیسیون فروشنده,
Sales Person Target Variance Based On Item Group,انحراف هدف فروشنده بر اساس گروه کالا,
Sales Person-wise Transaction Summary,خلاصهٔ تراکنش بر اساس فروشنده,
Sales Pipeline,قیف فروش,
Sales Pipeline Analytics,تحلیل قیف فروش,
Sales Register,دفتر فروش,
Sales Stage,مرحلهٔ فروش,
Sales Tax Template,الگوی مالیات فروش,
Sales Taxes,مالیات‌های فروش,
Sales Taxes and Charges Template,الگوی مالیات و عوارض فروش,
sales-funnel,قیف فروش,
Scheduled Job Log,گزارش کار زمان‌بندی‌شده,
Scheduled Job Type,نوع کار زمان‌بندی‌شده,
Scheduled Jobs Logs,گزارش‌های کارهای زمان‌بندی‌شده,
Scheduler Event,رویداد زمان‌بند,
Script,اسکریپت,
Scripting,اسکریپت‌نویسی,
Selling,فروش,
Selling Settings,تنظیمات فروش,
Sequence Id,شناسهٔ توالی,
Serial and Batch Bundle,بستهٔ سریال و بچ,
Serial and Batch Summary,خلاصهٔ سریال و بچ,
Serial No,شمارهٔ سریال,
Serial No and Batch,شمارهٔ سریال و بچ,
Serial No and Batch Traceability,ردیابی شمارهٔ سریال و بچ,
Serial No Ledger,دفتر شماره سریال,
Serial No Service Contract Expiry,انقضای قرارداد سرویس شماره سریال,
Serial No Status,وضعیت شماره سریال,
Serial No Warranty Expiry,انقضای گارانتی شماره سریال,
Server Script,اسکریپت سرور,
Service Level Agreement,توافق‌نامهٔ سطح خدمات,
Settings,تنظیمات,
Setup,راه‌اندازی,
Setup Wizard,راهنمای راه‌اندازی,
setup-wizard,راهنمای راه‌اندازی,
Share Balance,مانده سهام,
Share Ledger,دفتر سهام,
Share Management,مدیریت سهام,
Share Transfer,انتقال سهام,
Shareholder,سهامدار,
Shipping Rule,قانون حمل‌ونقل,
Shortcuts,میان‌برها,
Slack Webhook URL,آدرس Webhook اسلک,
SMS Center,مرکز پیامک,
SMS Log,گزارش پیامک,
SMS Settings,تنظیمات پیامک,
Snapshot Report,گزارش لحظه‌ای (اسنپ‌شات),
Social Login Key,کلید ورود اجتماعی,
Standard,استاندارد,
Stock,موجودی انبار,
Stock Ageing,قدمت موجودی,
Stock Analytics,تحلیل موجودی,
Stock and Account Value Comparison,مقایسهٔ ارزش موجودی و حساب,
Stock Balance,مانده موجودی,
Stock Entry,سند انبار,
Stock Ledger,دفتر موجودی,
Stock Ledger Invariant Check,بررسی صحت دفتر موجودی,
Stock Ledger Variance,انحراف دفتر موجودی,
Stock Projected Qty,مقدار پیش‌بینی‌شدهٔ موجودی,
Stock Qty vs Batch Qty,مقدار موجودی در مقابل مقدار بچ,
Stock Qty vs Serial No Count,مقدار موجودی در مقابل تعداد شماره سریال,
Stock Reconciliation,تطبیق موجودی,
Stock Reports,گزارش‌های موجودی,
Stock Reposting Settings,تنظیمات ثبت مجدد موجودی,
Stock Settings,تنظیمات موجودی,
Stock Summary,خلاصهٔ موجودی,
Stock Transactions,تراکنش‌های موجودی,
Stock Value by Item Group,ارزش موجودی بر اساس گروه کالا,
stock-balance,مانده موجودی,
Subcontract Order Summary,خلاصهٔ سفارش پیمانکاری فرعی,
Subcontracted Item To Be Received,کالای پیمانکاری فرعی در انتظار دریافت,
Subcontracted Raw Materials To Be Transferred,مواد اولیهٔ پیمانکاری فرعی در انتظار انتقال,
Subcontracting,پیمانکاری فرعی,
Subcontracting BOM,BOM پیمانکاری فرعی,
Subcontracting Delivery,تحویل پیمانکاری فرعی,
Subcontracting Inward Order,حوالهٔ پیمانکاری فرعی ورودی,
Subcontracting Inward Order Count,تعداد حواله‌های پیمانکاری فرعی ورودی,
Subcontracting Order,حوالهٔ پیمانکاری فرعی,
Subcontracting Outward Order,حوالهٔ پیمانکاری فرعی خروجی,
Subcontracting Outward Order Count,تعداد حواله‌های پیمانکاری فرعی خروجی,
Subcontracting Receipt,رسید پیمانکاری فرعی,
Subscription,اشتراک دوره‌ای,
Subscription Management,مدیریت اشتراک,
Subscription Plan,طرح اشتراک,
Subscription Settings,تنظیمات اشتراک,
Supplier Addresses And Contacts,نشانی‌ها و اطلاعات تماس تأمین‌کننده,
Supplier Group,گروه تأمین‌کننده,
Supplier Ledger,دفتر تأمین‌کننده,
Supplier Ledger Summary,خلاصهٔ دفتر تأمین‌کننده,
Supplier Quotation,پیش‌فاکتور تأمین‌کننده,
Supplier Quotation Comparison,مقایسهٔ قیمت تأمین‌کنندگان,
Supplier Scorecard,کارت امتیازی تأمین‌کننده,
Supplier Scorecard Criteria,معیارهای کارت امتیازی تأمین‌کننده,
Supplier Scorecard Standing,رتبهٔ کارت امتیازی تأمین‌کننده,
Supplier Scorecard Variable,متغیر کارت امتیازی تأمین‌کننده,
Support,پشتیبانی,
Support Hour Distribution,توزیع ساعات پشتیبانی,
Support Settings,تنظیمات پشتیبانی,
System,سیستم,
System Console,کنسول سیستم,
System Health Report,گزارش سلامت سیستم,
System Logs,گزارش‌های سیستم,
System Settings,تنظیمات سیستم,
System Users,کاربران سیستم,
Task,وظیفه,
Tax Category,دستهٔ مالیاتی,
Tax Masters,اطلاعات پایهٔ مالیاتی,
Tax Rule,قانون مالیاتی,
Tax Template,الگوی مالیاتی,
Tax Withholding Category,دستهٔ کسر مالیات,
Tax Withholding Details,جزئیات مالیات تکلیفی,
Tax Withholding Group,گروه مالیات تکلیفی,
Taxes,مالیات,
TDS Computation Summary,خلاصهٔ محاسبات TDS,
Terms and Conditions,شرایط و ضوابط,
Terms and Conditions Template,الگوی شرایط و ضوابط,
Terms Template,الگوی شرایط,
Territory,قلمرو فروش,
Territory Target Variance Based On Item Group,انحراف هدف قلمرو فروش بر اساس گروه کالا,
Territory-wise Sales,فروش بر اساس قلمرو,
Time Tracking,ردیابی زمان,
Timeout (In Seconds),مهلت زمانی (بر حسب ثانیه),
Timesheet,کارت ساعت‌کار,
Timesheet Billing Summary,خلاصهٔ صورت‌حساب کارت ساعت‌کار,
Title,عنوان,
ToDo,کارهای انجام‌شدنی (ToDo),
Tools,ابزارها,
Total Active Items,مجموع کالاهای فعال,
Total Purchase Amount,مبلغ کل خرید,
Total Sales Amount,مبلغ کل فروش,
Total Stock Summary,خلاصهٔ کل موجودی,
Total Stock Value,ارزش کل موجودی,
Total Warehouses,مجموع انبارها,
Translation,ترجمه,
Tree of Procedures,درخت رویه‌ها,
Trial Balance,تراز آزمایشی,
Trial Balance (Simple),تراز آزمایشی (ساده),
Trial Balance for Party,تراز آزمایشی طرف حساب,
Type,نوع,
UAE VAT 201,اظهارنامهٔ مالیات بر ارزش افزودهٔ امارات ۲۰۱,
Unhandled Email,ایمیل رسیدگی‌نشده,
Unit of Measure (UOM),واحد اندازه‌گیری (UOM),
Unreconcile Payment,لغو تطبیق پرداخت,
UOM,واحد اندازه‌گیری,
UOM Conversion Factor,ضریب تبدیل واحد اندازه‌گیری,
User,کاربر,
User Activity Report,گزارش فعالیت کاربر,
User Activity Report Without Sort,گزارش فعالیت کاربر بدون مرتب‌سازی,
User Doctype Permissions,مجوزهای نوع سند کاربر,
User Permission,مجوز کاربر,
User Permissions,مجوزهای کاربر,
Users,کاربران,
UTM Source,منبع UTM,
VAT Audit Report,گزارش حسابرسی مالیات بر ارزش افزوده,
View Log,مشاهدهٔ گزارش,
Views,بازدیدها,
Visual Plant Floor,نقشهٔ بصری سالن تولید,
visual-plant-floor,نقشهٔ بصری سالن تولید,
Voucher-wise Balance,مانده بر اساس سند مالی,
Warehouse Capacity Summary,خلاصهٔ ظرفیت انبار,
Warehouse wise Item Balance Age and Value,قدمت و ارزش موجودی کالا بر اساس انبار,
Warehouse Wise Stock Balance,مانده موجودی بر اساس انبار,
warehouse-capacity-summary,خلاصهٔ ظرفیت انبار,
Warranty,گارانتی,
Warranty Claim,ادعای گارانتی,
Web Form,فرم وب,
Web Page,صفحهٔ وب,
Webhook,وب‌هوک,
Webhook Request Log,گزارش درخواست Webhook,
Website,وب‌سایت,
Website Analytics,تحلیل وب‌سایت,
Website Script,اسکریپت وب‌سایت,
Website Settings,تنظیمات وب‌سایت,
Website Theme,قالب وب‌سایت,
Website Themes Available,قالب‌های وب‌سایت موجود,
Website Users,کاربران وب‌سایت,
Website Visits,بازدیدهای وب‌سایت,
Welcome Workspace,فضای کاری خوش‌آمدگویی,
WIP Work Orders,دستورهای تولید در حال انجام,
Won Opportunities,فرصت‌های برنده‌شده,
Won Opportunity (Last 1 Month),فرصت برنده‌شده (۱ ماه اخیر),
